"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_A12","2001-03","Moving average","1.52551030167286","1.30260589374312","1.7484147096026","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2002-04","Moving average","1.46485587307892","1.24905343124741","1.68065831491044","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2003-05","Moving average","1.44434037786666","1.23153885550864","1.65714190022469","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2004-06","Moving average","1.48813684616528","1.27303262715588","1.70324106517468","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2005-07","Moving average","1.50869261238128","1.29340549837071","1.72397972639185","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2006-08","Moving average","1.35602462392627","1.15307192451194","1.55897732334061","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2007-09","Moving average","1.50409450188503","1.29034175058752","1.71784725318254","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2008-10","Moving average","1.5030798300038","1.28976264511255","1.71639701489505","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2009-11","Moving average","1.49111217585421","1.27982204180422","1.7024023099042","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2010-12","Moving average","1.25984606439269","1.06708405824065","1.45260807054472","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2011-13","Moving average","1.23824370827279","1.04677968143888","1.42970773510671","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2012-14","Moving average","1.16625214514578","0.9803434089129","1.35216088137865","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_A12","2013-15","Moving average","1.15422449981193","0.97132329962544","1.33712569999841","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Fatal"
"W_F11B","2000-02","Moving average","64.3333333333333","55.2571033744794","73.4095632921872","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2001-03","Moving average","68.6666666666666","59.289741578019","78.0435917553143","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2002-04","Moving average","79","68.9422459956702","89.0577540043298","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2003-05","Moving average","83.3333333333333","73.0034161282573","93.6632505384093","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2004-06","Moving average","86","75.5061056072321","96.4938943927678","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2005-07","Moving average","80.3333333333333","70.1910589018741","90.4756077647925","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2006-08","Moving average","86","75.5061056072321","96.4938943927678","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2007-09","Moving average","91","80.2053600850056","101.794639914994","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2008-10","Moving average","98","86.7978727551709","109.202127244829","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2009-11","Moving average","96","84.9127694052025","107.087230594797","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2010-12","Moving average","94","83.0288692599585","104.971130740041","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2011-13","Moving average","86.3333333333333","75.8191216042297","96.8475450624369","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2012-14","Moving average","88.3333333333333","77.6980326402852","98.9686340263814","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F11B","2013-15","Moving average","86","75.5061056072321","96.4938943927678","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2000-02","Moving average","1.74658150681916","1.49996818581973","1.99319482781858","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2001-03","Moving average","1.83847069359267","1.58735738861688","2.08958399856846","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2002-04","Moving average","2.07429113069872","1.81020619492744","2.33837606646999","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2003-05","Moving average","2.15238233362586","1.88553803329447","2.41922663395724","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2004-06","Moving average","2.18861276326638","1.92139111458325","2.45583441194952","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2005-07","Moving average","2.00663001790601","1.75293424610143","2.26032578971059","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2006-08","Moving average","2.10256921458556","1.84549707548857","2.35964135368254","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2007-09","Moving average","2.18013650602373","1.92081566029117","2.43945735175629","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2008-10","Moving average","2.2940725651847","2.03090349085901","2.55724163951039","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2009-11","Moving average","2.17768072107796","1.92488307929433","2.43047836286159","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2010-12","Moving average","2.07667563915899","1.83283777936813","2.32051349894985","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2011-13","Moving average","1.84497632082911","1.61842997127021","2.07152267038802","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2012-14","Moving average","1.84576000755801","1.62130414635535","2.07021586876066","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_F12B","2013-15","Moving average","1.74377747667201","1.52851793161105","1.95903702173297","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Fatal"
"W_W12","2002-04","Moving average","89","78.3246415354209","99.675358464579","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2003-05","Moving average","82","71.7530553611183","92.2469446388817","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2004-06","Moving average","76.3333333333333","66.4467876499931","86.2198790166735","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2005-07","Moving average","69","59.6003429383852","78.3996570616148","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2006-08","Moving average","66.6666666666666","57.4273078376688","75.9060254956645","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2007-09","Moving average","65.3333333333333","56.186834738813","74.4798319278535","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2008-10","Moving average","76.3333333333333","66.4467876499931","86.2198790166735","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2009-11","Moving average","93.3333333333333","82.4011765379259","104.26549012874","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2010-12","Moving average","87","76.4452709272037","97.5547290727962","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2011-13","Moving average","74.6666666666666","64.8886483725797","84.4446849607535","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2012-14","Moving average","52","43.8400192264096","60.1599807735904","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2013-15","Moving average","50.3333333333333","42.3051864465299","58.3614802201366","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2014-16","Moving average","51","42.9188614693349","59.0811385306651","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W12","2015-17","Moving average","55.6666666666666","47.2238944583355","64.1094388749978","Injuries","Number","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2002-04","Moving average","5.15672982212179","4.53819117767083","5.77526846657274","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2003-05","Moving average","4.49535262716995","3.93307848183122","5.05762677250869","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2004-06","Moving average","4.0338389219306","3.51034351183942","4.55733433202179","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2005-07","Moving average","3.55516686801763","3.06896748158021","4.04136625445505","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2006-08","Moving average","3.32602851558728","2.86080848522596","3.79124854594861","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2007-09","Moving average","3.23340040824434","2.77508512590251","3.69171569058616","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2008-10","Moving average","3.83827374609751","3.33234816136505","4.34419933082997","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2009-11","Moving average","4.62639613289754","4.0709872826294","5.18180498316567","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2010-12","Moving average","4.23858661472751","3.70760419290719","4.76956903654783","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2011-13","Moving average","3.63008117709497","3.13543100688546","4.12473134730448","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2012-14","","2.42885504347096","2.02975024502433","2.82795984191759","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2013-15","Moving average","2.19094154797482","1.82088085789079","2.56100223805886","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2014-16","Moving average","2.05761152666734","1.70846840023246","2.40675465310223","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"W_W14","2015-17","Moving average","2.14601172668261","1.79293279803343","2.49909065533178","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Whole pop","All ages","Fatal"
"M_S11","2000-02","Moving average","79.6666666666666","69.5665640371226","89.7667692962106","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2001-03","","82","71.7530553611183","92.2469446388817","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2002-04","Moving average","92.3333333333333","81.4598993805377","103.206767286128","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2003-05","Moving average","100.666666666666","89.313152458626","112.020180874707","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2004-06","Moving average","107.666666666666","95.9250445986926","119.40828873464","","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2005-07","Moving average","103.666666666666","92.1452195486664","115.188113784666","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2006-08","Moving average","97.6666666666666","86.4836068862896","108.849726447043","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2007-09","Moving average","89.3333333333333","78.6380022442499","100.028664422416","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2008-10","Moving average","90.6666666666666","79.8918152924465","101.441518040886","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2009-11","Moving average","99.3333333333333","88.055258593345","110.611408073321","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2010-12","Moving average","111.333333333333","99.3934503722848","123.273216294381","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2011-13","Moving average","112","100.024422241943","123.975577758056","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2012-14","Moving average","105","93.4046966954592","116.59530330454","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S11","2013-15","Moving average","104.333333333333","92.7748991310469","115.891767535619","Injuries","Number","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2000-02","Moving average","13.5223373505807","11.804642420984","15.2400322801774","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2001-03","Moving average","13.7610225771164","12.0407280543817","15.481317099851","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2002-04","Moving average","15.3123272526257","13.5091043748818","17.1155501303696","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2003-05","Moving average","16.4916645766632","14.6313343171238","18.3519948362027","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2004-06","Moving average","17.4039570228338","15.5047120660562","19.3032019796113","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2005-07","Moving average","16.5985039510562","14.7511651855184","18.445842716594","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2006-08","Moving average","15.4891607501906","13.7108968108263","17.267424689555","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2007-09","Moving average","13.9886428212564","12.3070930430386","15.6701925994742","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2008-10","Moving average","13.9821501920741","12.3121003569478","15.6522000272004","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2009-11","Moving average","15.163377315882","13.4308378756307","16.8959167561333","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2010-12","Moving average","16.8918827108693","15.0673673730655","18.7163980486731","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2011-13","Moving average","16.9164379304977","15.0924521349433","18.7404237260522","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2012-14","Moving average","15.8244257300174","14.059826029331","17.5890254307038","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_S12","2013-15","Moving average","15.5878561022824","13.8385675202879","17.3371446842768","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Maori","All ages","Fatal"
"M_F01C","2000-02","Moving average","28.6666666666666","22.6080139141546","34.7253194191787","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2001-03","Moving average","28.3333333333333","22.31000830328","34.3566583633866","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2002-04","Moving average","32.6666666666666","26.1991154863681","39.1342178469651","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2003-05","Moving average","38.3333333333333","31.3272426150144","45.3394240516522","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2004-06","Moving average","48","40.1601440618397","55.8398559381602","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2005-07","Moving average","49.6666666666666","41.6918635392922","57.641469794041","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2006-08","Moving average","51","42.9188614693349","59.0811385306651","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2007-09","Moving average","49.6666666666666","41.6918635392922","57.641469794041","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2008-10","Moving average","49.6666666666666","41.6918635392922","57.641469794041","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2009-11","Moving average","54.3333333333333","45.992284986132","62.6743816805346","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2010-12","Moving average","62.3333333333333","53.3992985382999","71.2673681283667","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2011-13","Moving average","79.3333333333333","69.2543827743978","89.4122838922688","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2012-14","Moving average","85.6666666666666","75.1931290232192","96.1402043101141","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2013-15","Moving average","85.6666666666666","75.1931290232192","96.1402043101141","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2014-16","Moving average","90.3333333333333","79.5783069094384","101.088359757228","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F01C","2015-17","Moving average","102.666666666666","91.2009238900599","114.132409443273","Injuries","Number","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2000-02","Moving average","530.220562476295","418.129697318211","642.311427634379","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2001-03","Moving average","496.3324525824","390.809892807344","601.855012357456","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2002-04","Moving average","543.538546866333","435.925382468688","651.151711263979","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2003-05","Moving average","601.918661932158","491.902211147403","711.935112716914","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2004-06","Moving average","709.831363191306","593.830972813909","825.831753568703","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2005-07","Moving average","690.185761273838","579.248798664874","801.122723882803","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2006-08","Moving average","671.461028142044","564.872730658018","778.049325626071","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2007-09","Moving average","609.453800001523","511.385139308763","707.522460694283","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2008-10","Moving average","562.386385671621","471.924353353582","652.848417989661","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2009-11","Moving average","579.114735471959","490.020018009207","668.209452934711","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2010-12","Moving average","616.625957824214","528.027398471624","705.224517176805","","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2011-13","Moving average","738.098135029176","644.062046743558","832.134223314793","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2012-14","Moving average","746.819244062137","655.195600316749","838.442887807526","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2013-15","Moving average","697.347087789285","611.814664758198","782.879510820373","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2014-16","Moving average","689.333021761493","607.08768138181","771.578362141176","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F02C","2015-17","Moving average","729.457366579603","647.735390397938","811.179342761269","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious non-fatal"
"M_F21C","2000-02","Moving average","31","24.6995972763238","37.3004027236761","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2001-03","Moving average","32","25.5987844315262","38.4012155684737","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2002-04","Moving average","38.3333333333333","31.3272426150144","45.3394240516522","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2003-05","Moving average","44","36.4939094039009","51.5060905960991","Injuries","Number","","Validated","Maori","75+ years","Serious"
"M_F21C","2004-06","Moving average","55.3333333333333","46.9158768407868","63.7507898258798","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2005-07","Moving average","56.6666666666666","48.1483987185839","65.1849346147494","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2006-08","Moving average","59.3333333333333","50.6169396468267","68.0497270198399","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2007-09","Moving average","58","49.3820997994434","66.6179002005565","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2008-10","Moving average","60.6666666666666","51.8528800837278","69.4804532496055","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2009-11","Moving average","65","55.8768641475802","74.1231358524197","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2010-12","Moving average","73","63.3317272499053","82.6682727500947","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2011-13","Moving average","89.3333333333333","78.6380022442499","100.028664422416","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2012-14","Moving average","99.6666666666666","88.3696848308568","110.963648502476","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2013-15","Moving average","101","89.6277041178997","112.3722958821","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2000-02","Moving average","573.144406063604","456.627874607545","689.660937519663","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2001-03","Moving average","560.34795411002","448.248112444005","","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2002-04","Moving average","637.825845812534","521.251956988593","754.399734636476","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2003-05","Moving average","691.29720017995","573.360956177445","809.233444182455","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2004-06","Moving average","820.478903753104","695.593094672576","945.364712833632","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2005-07","Moving average","789.288922852331","670.516895914896","908.060949789765","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2006-08","Moving average","783.561843589057","668.249250368964","898.874436809149","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2007-09","Moving average","711.793725083595","605.809073166487","817.778377000704","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2008-10","Moving average","686.953932187233","586.972904769158","786.934959605307","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2009-11","Moving average","691.02247540294","593.817615173793","788.227335632087","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2010-12","Moving average","721.929215373654","626.082791663516","817.775639083792","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2011-13","Moving average","832.778664540543","732.803322536731","932.754006544354","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2012-14","Moving average","868.671327343876","769.873711254069","967.468943433684","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2013-15","Moving average","819.840334059853","727.23791442363","912.442753696075","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_W01","2002-04","Moving average","63","54.0183166814579","71.981683318542","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2003-05","Moving average","63","54.0183166814579","71.981683318542","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2004-06","Moving average","65","55.8768641475802","74.1231358524197","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2005-07","Moving average","74.3333333333333","64.5771653867652","84.0895012799014","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2006-08","Moving average","73.3333333333333","63.6430120420613","83.0236546246052","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2007-09","Moving average","69.3333333333333","59.9109991409041","78.7556675257625","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2008-10","Moving average","65.3333333333333","56.186834738813","74.4798319278535","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2009-11","Moving average","61.6666666666666","52.7805358886982","70.552797444635","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2010-12","Moving average","66.6666666666666","","75.9060254956645","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2011-13","Moving average","63.3333333333333","54.3279202949196","72.338746371747","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
